crop_type,growth_stage,soil_type,soil_moisture,temperature,humidity,rain_forecast,forecast_rainfall_mm,irrigation_method,disease_context,crop_kc,reference_et0,crop_etc,effective_precipitation_peff,soil_field_capacity,soil_wilting_point,action_code,urgency,water_requirement_mm
Rice,Maturity,Loamy,21.0,26.0,23.0,Low,5.8,Sprinkler (Overhead),Potato Late Blight,0.95,3.83,3.64,2.16,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Potato,Flowering,Loamy,29.1,41.0,49.3,Low,3.0,Flood / Surface,None / Healthy,1.15,5.68,6.53,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Maturity,Loamy,12.1,32.0,54.6,Moderate,10.4,Flood / Surface,None / Healthy,0.85,3.84,3.26,5.79,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.18
Rice,Seedling,Sandy Loam,7.0,15.5,42.0,None,0.0,Drip Irrigation,Tomato Target Spot,1.05,2.0,2.1,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Vegetative,Sandy,11.6,25.7,48.6,Low,1.5,Flood / Surface,None / Healthy,0.85,3.02,2.57,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.47
Wheat,Seedling,Clay Loam,31.9,17.8,21.2,None,0.0,Drip Irrigation,None / Healthy,0.4,2.21,0.88,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Potato,Vegetative,Clay Loam,30.0,29.0,89.2,None,0.0,Drip Irrigation,Tomato Septoria Leaf Spot,0.8,2.47,1.98,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.01
Potato,Maturity,Loamy,14.0,35.3,77.8,Low,4.3,Sprinkler (Overhead),None / Healthy,0.75,3.33,2.5,0.95,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Vegetative,Sandy Loam,12.9,20.3,57.9,Low,4.0,Drip Irrigation,None / Healthy,0.8,2.0,1.6,0.72,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Vegetative,Loamy,27.6,24.7,56.2,None,0.0,Drip Irrigation,None / Healthy,0.7,2.64,1.85,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Potato,Maturity,Loamy,21.9,25.9,56.9,Low,5.3,Drip Irrigation,None / Healthy,0.75,2.79,2.09,1.73,28.0,14.0,MAINTENANCE_DRIP,Normal,1.91
Soybean,Flowering,Clay Loam,16.8,26.2,28.2,None,0.0,Flood / Surface,Tomato Early Blight,1.15,3.72,4.28,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,4.75
Corn,Flowering,Sandy Loam,6.3,19.6,61.9,None,0.0,Sprinkler (Overhead),None / Healthy,1.2,2.0,2.4,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Maturity,Sandy,14.7,30.7,42.2,Low,1.3,Drip Irrigation,Tomato Septoria Leaf Spot,0.8,4.11,3.29,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Seedling,Black Soil,34.9,28.3,74.4,Moderate,12.5,Sprinkler (Overhead),None / Healthy,0.45,2.57,1.16,7.49,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Pepper Bell,Maturity,Sandy Loam,13.0,28.1,80.3,Low,3.7,Drip Irrigation,Potato Late Blight,0.85,2.36,2.01,0.5,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Maturity,Clay Loam,34.9,19.6,21.0,Moderate,15.1,Drip Irrigation,Pepper Bell Bacterial Spot,0.6,2.58,1.55,9.54,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Vegetative,Clay Loam,26.1,29.9,57.0,None,0.0,Sprinkler (Overhead),None / Healthy,0.85,3.41,2.9,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.76
Wheat,Fruiting,Loamy,19.0,31.9,62.4,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.85,3.51,2.98,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.83
Potato,Maturity,Sandy,8.3,23.1,20.5,Moderate,14.5,Drip Irrigation,Potato Late Blight,0.75,3.3,2.47,9.1,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Maturity,Sandy Loam,22.4,20.2,57.6,Moderate,10.9,Drip Irrigation,None / Healthy,0.35,2.0,0.7,6.18,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Potato,Seedling,Loamy,23.1,35.9,50.6,Low,5.9,Drip Irrigation,Tomato Septoria Leaf Spot,0.5,4.69,2.35,2.23,28.0,14.0,MAINTENANCE_DRIP,Normal,2.5
Potato,Flowering,Sandy Loam,9.1,17.1,55.4,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,2.0,2.3,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Flowering,Sandy,10.5,41.6,46.4,None,0.0,Drip Irrigation,None / Healthy,1.05,5.97,6.27,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,5.5
Cotton,Vegetative,Sandy,17.0,29.3,40.9,None,0.0,Flood / Surface,None / Healthy,0.75,3.9,2.92,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Corn,Flowering,Loamy,11.4,39.1,31.0,Low,2.1,Sub-surface Drip,None / Healthy,1.2,6.3,7.56,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Corn,Seedling,Black Soil,29.5,36.3,60.7,Low,5.7,Drip Irrigation,None / Healthy,0.4,4.27,1.71,2.05,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Seedling,Black Soil,29.4,31.1,51.6,None,0.0,Sprinkler (Overhead),None / Healthy,0.6,3.81,2.29,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Maturity,Sandy Loam,16.7,17.8,35.2,Moderate,10.4,Drip Irrigation,None / Healthy,0.55,2.0,1.1,5.84,22.0,10.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Cotton,Flowering,Sandy,13.8,41.9,46.7,Low,3.1,Flood / Surface,None / Healthy,1.2,6.01,7.21,0.01,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Fruiting,Sandy Loam,17.4,24.6,80.7,High,34.3,Drip Irrigation,Pepper Bell Bacterial Spot,0.85,2.0,1.7,24.91,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Vegetative,Sandy Loam,20.5,33.1,57.9,None,0.0,Sub-surface Drip,None / Healthy,0.85,3.88,3.3,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Vegetative,Black Soil,47.7,40.4,75.5,Low,3.7,Drip Irrigation,None / Healthy,0.85,4.12,3.5,0.46,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Fruiting,Sandy Loam,16.9,39.3,86.3,Moderate,12.6,Sprinkler (Overhead),Pepper Bell Bacterial Spot,1.15,3.73,4.29,7.58,22.0,10.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Tomato,Seedling,Sandy,4.6,33.4,91.4,None,0.0,Sprinkler (Overhead),None / Healthy,0.6,2.99,1.79,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Flowering,Black Soil,22.6,38.0,61.0,Low,3.1,Sprinkler (Overhead),Tomato Early Blight,1.2,4.53,5.44,0.0,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Wheat,Fruiting,Loamy,22.7,40.9,68.1,None,0.0,Drip Irrigation,None / Healthy,0.85,4.61,3.92,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,3.96
Rice,Flowering,Clay Loam,43.0,36.0,78.6,Moderate,17.2,Drip Irrigation,Pepper Bell Bacterial Spot,1.25,3.37,4.21,11.26,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Flowering,Loamy,21.9,15.9,74.8,None,0.0,Drip Irrigation,Potato Late Blight,1.2,2.0,2.4,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,2.45
Wheat,Maturity,Clay Loam,28.1,38.4,38.8,High,41.3,Drip Irrigation,None / Healthy,0.35,5.75,2.01,30.55,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Fruiting,Clay Loam,31.3,35.7,44.5,None,0.0,Drip Irrigation,None / Healthy,1.2,4.94,5.93,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Potato,Vegetative,Sandy Loam,18.3,41.6,63.5,Moderate,14.0,Drip Irrigation,None / Healthy,0.8,4.99,3.99,8.67,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Maturity,Sandy Loam,6.3,29.8,91.3,None,0.0,Flood / Surface,None / Healthy,0.7,2.56,1.79,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Vegetative,Black Soil,40.5,32.1,61.7,Low,4.2,Sub-surface Drip,None / Healthy,0.75,3.57,2.68,0.84,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Maturity,Sandy,14.5,14.5,33.1,Low,3.4,Sprinkler (Overhead),None / Healthy,0.55,2.0,1.1,0.25,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Vegetative,Sandy Loam,16.3,23.7,94.6,None,0.0,Flood / Surface,None / Healthy,0.75,2.0,1.5,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.68
Tomato,Vegetative,Sandy,14.1,19.6,88.1,High,21.5,Drip Irrigation,Potato Late Blight,0.85,2.0,1.7,14.71,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Maturity,Clay Loam,34.1,33.1,60.7,None,0.0,Flood / Surface,None / Healthy,0.7,3.76,2.63,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Corn,Fruiting,Black Soil,40.2,21.9,58.0,None,0.0,Sprinkler (Overhead),None / Healthy,1.1,2.17,2.39,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Fruiting,Clay Loam,40.3,35.7,41.1,Moderate,10.2,Drip Irrigation,None / Healthy,1.15,5.09,5.85,5.63,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Loamy,24.6,17.1,48.6,Low,4.9,Sprinkler (Overhead),Potato Late Blight,0.85,2.0,1.7,1.4,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Rice,Maturity,Sandy,11.3,20.8,82.9,None,0.0,Drip Irrigation,None / Healthy,0.95,2.0,1.9,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.94
Corn,Flowering,Black Soil,27.7,39.2,43.0,None,0.0,Drip Irrigation,None / Healthy,1.2,5.69,6.83,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Cotton,Seedling,Black Soil,32.0,16.1,76.7,None,0.0,Drip Irrigation,None / Healthy,0.45,2.0,0.9,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.5
Cotton,Fruiting,Clay Loam,47.3,19.4,23.9,None,0.0,Drip Irrigation,Tomato Yellow Leaf Curl Virus,0.85,2.48,2.11,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Fruiting,Clay Loam,28.8,25.6,28.8,None,0.0,Flood / Surface,None / Healthy,1.2,3.59,4.31,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,4.17
Corn,Vegetative,Black Soil,26.9,18.8,43.4,None,0.0,Flood / Surface,None / Healthy,0.85,2.0,1.7,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Maturity,Sandy,12.2,34.1,82.6,Low,1.1,Drip Irrigation,Tomato Early Blight,0.35,3.07,1.07,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Pepper Bell,Vegetative,Loamy,27.4,20.8,40.8,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.8,2.39,1.91,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Fruiting,Loamy,41.3,22.9,77.9,None,0.0,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Vegetative,Sandy Loam,6.6,22.0,40.0,Low,5.4,Sprinkler (Overhead),Tomato Target Spot,0.75,2.61,1.96,1.82,22.0,10.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Wheat,Flowering,Black Soil,24.0,32.2,81.2,None,0.0,Drip Irrigation,None / Healthy,1.15,2.85,3.28,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.94
Corn,Vegetative,Loamy,23.6,40.7,47.4,None,0.0,Flood / Surface,None / Healthy,0.85,5.73,4.87,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,4.8
Cotton,Seedling,Sandy,20.0,14.3,92.5,Moderate,10.8,Flood / Surface,None / Healthy,0.45,2.0,0.9,6.1,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Sandy,23.6,31.2,54.7,Moderate,8.0,Flood / Surface,None / Healthy,0.4,3.7,1.48,3.89,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Fruiting,Sandy Loam,22.2,19.1,72.1,None,0.0,Sub-surface Drip,Tomato Target Spot,1.25,2.0,2.5,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Flowering,Sandy Loam,22.2,40.7,41.0,None,0.0,Drip Irrigation,None / Healthy,1.15,6.09,7.0,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Fruiting,Black Soil,21.9,36.1,89.1,Moderate,8.3,Drip Irrigation,None / Healthy,1.25,3.33,4.16,4.15,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,5.19
Soybean,Seedling,Clay Loam,40.7,40.4,62.9,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,4.81,1.92,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Loamy,34.7,14.6,55.6,None,0.0,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Vegetative,Black Soil,21.2,22.3,38.1,None,0.0,Drip Irrigation,None / Healthy,0.75,2.71,2.03,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Flowering,Sandy,12.6,35.9,32.5,Moderate,7.5,Flood / Surface,Tomato Early Blight,1.2,5.54,6.65,3.53,15.0,6.0,MAINTENANCE_DRIP,Normal,5.5
Rice,Vegetative,Black Soil,35.3,36.0,69.2,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,3.83,4.4,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,4.45
Wheat,Flowering,Clay Loam,22.1,30.1,52.1,None,0.0,Drip Irrigation,None / Healthy,1.15,3.62,4.16,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,5.37
Tomato,Fruiting,Sandy Loam,15.5,23.0,89.3,Low,1.6,Sprinkler (Overhead),None / Healthy,1.2,2.0,2.4,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.27
Tomato,Seedling,Clay Loam,20.9,26.0,31.1,None,0.0,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.6,3.6,2.16,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Cotton,Seedling,Loamy,27.4,19.1,52.9,None,0.0,Sprinkler (Overhead),None / Healthy,0.45,2.0,0.9,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Rice,Flowering,Black Soil,21.4,26.7,83.9,Moderate,14.8,Drip Irrigation,None / Healthy,1.25,2.2,2.75,9.34,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Flowering,Loamy,28.3,35.3,74.4,Moderate,14.6,Sprinkler (Overhead),None / Healthy,1.05,3.48,3.65,9.19,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Maturity,Loamy,23.1,24.0,30.5,Moderate,11.4,Flood / Surface,Tomato Target Spot,0.35,3.22,1.13,6.61,28.0,14.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Pepper Bell,Maturity,Black Soil,37.8,41.6,42.2,None,0.0,Drip Irrigation,None / Healthy,0.85,6.22,5.29,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Rice,Vegetative,Loamy,28.6,38.8,54.0,High,39.1,Flood / Surface,None / Healthy,1.15,5.04,5.8,28.75,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Fruiting,Sandy,8.2,38.1,56.9,Low,3.8,Drip Irrigation,Tomato Yellow Leaf Curl Virus,1.1,4.75,5.23,0.51,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,6.62
Wheat,Vegetative,Loamy,20.8,39.5,62.9,None,0.0,Flood / Surface,Tomato Yellow Leaf Curl Virus,0.75,4.68,3.51,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,3.49
Rice,Fruiting,Black Soil,41.2,26.4,26.2,None,0.0,Flood / Surface,None / Healthy,1.2,3.82,4.58,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Black Soil,34.0,35.5,93.4,Moderate,14.7,Flood / Surface,None / Healthy,1.2,3.25,3.9,9.25,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Flowering,Sandy Loam,19.0,27.6,48.1,High,26.4,Drip Irrigation,None / Healthy,1.25,3.34,4.17,18.58,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Flowering,Loamy,29.9,36.5,93.6,Moderate,11.3,Drip Irrigation,None / Healthy,1.2,3.38,4.06,6.51,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Seedling,Black Soil,39.2,27.8,35.0,None,0.0,Sprinkler (Overhead),None / Healthy,0.45,3.81,1.71,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Fruiting,Black Soil,18.5,18.5,58.0,None,0.0,Drip Irrigation,None / Healthy,1.15,2.0,2.3,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Flowering,Sandy,10.6,14.0,93.5,Low,3.0,Drip Irrigation,None / Healthy,1.2,2.0,2.4,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.42
Corn,Maturity,Sandy Loam,6.6,20.7,52.7,Moderate,8.6,Sprinkler (Overhead),None / Healthy,0.6,2.11,1.27,4.41,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Fruiting,Black Soil,33.7,34.2,44.5,None,0.0,Drip Irrigation,None / Healthy,0.85,4.65,3.95,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,3.85
Rice,Maturity,Black Soil,21.7,26.1,73.5,None,0.0,Drip Irrigation,None / Healthy,0.95,2.32,2.2,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Maturity,Sandy Loam,9.9,24.6,64.2,High,22.7,Sprinkler (Overhead),None / Healthy,0.5,2.39,1.2,15.64,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Fruiting,Sandy Loam,6.3,23.2,85.8,None,0.0,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Seedling,Black Soil,20.8,24.3,70.3,None,0.0,Flood / Surface,None / Healthy,0.4,2.19,0.88,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Flowering,Black Soil,51.8,26.6,86.8,Moderate,13.8,Flood / Surface,None / Healthy,1.25,2.18,2.73,8.58,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Seedling,Loamy,10.5,36.0,41.2,None,0.0,Flood / Surface,Tomato Early Blight,0.45,5.15,2.32,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Sugarcane,Fruiting,Black Soil,23.6,37.3,83.9,None,0.0,Flood / Surface,None / Healthy,1.25,3.47,4.34,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,5.56
Potato,Maturity,Sandy,14.4,41.5,21.9,None,0.0,Flood / Surface,Tomato Yellow Leaf Curl Virus,0.75,7.36,5.52,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Clay Loam,17.1,24.0,21.5,None,0.0,Drip Irrigation,None / Healthy,0.4,3.47,1.39,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Fruiting,Loamy,16.7,34.2,82.1,None,0.0,Drip Irrigation,None / Healthy,1.05,3.09,3.24,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.11
Cotton,Maturity,Sandy Loam,30.6,25.4,42.6,Moderate,7.9,Drip Irrigation,None / Healthy,0.55,3.15,1.73,3.81,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Sandy Loam,10.9,28.3,78.0,Low,2.1,Drip Irrigation,Tomato Target Spot,1.2,2.46,2.95,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Vegetative,Sandy Loam,33.9,38.0,61.4,Low,1.2,Drip Irrigation,Potato Late Blight,0.8,4.51,3.61,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Black Soil,29.1,37.4,69.5,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,4.01,1.6,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Flowering,Sandy,12.7,20.8,26.4,None,0.0,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,1.25,2.7,3.38,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,3.64
Potato,Vegetative,Sandy,16.2,35.4,49.6,None,0.0,Drip Irrigation,None / Healthy,0.8,4.64,3.71,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Flowering,Black Soil,21.6,38.9,37.3,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,1.2,5.92,7.1,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Sugarcane,Maturity,Clay Loam,15.2,42.0,42.3,Moderate,17.8,Sprinkler (Overhead),None / Healthy,0.7,6.28,4.4,11.71,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,5.67
Tomato,Flowering,Sandy,8.8,35.8,91.7,Moderate,9.9,Sprinkler (Overhead),None / Healthy,1.15,3.29,3.78,5.44,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.93
Soybean,Maturity,Sandy Loam,16.8,18.4,29.6,Low,1.1,Drip Irrigation,Tomato Target Spot,0.5,2.17,1.08,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Wheat,Flowering,Sandy,19.5,33.9,67.7,None,0.0,Flood / Surface,Tomato Early Blight,1.15,3.59,4.13,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Flowering,Black Soil,30.2,29.0,48.4,Low,4.8,Drip Irrigation,Pepper Bell Bacterial Spot,1.15,3.57,4.11,1.35,40.0,22.0,MAINTENANCE_DRIP,Normal,4.01
Wheat,Flowering,Sandy Loam,18.1,16.3,23.0,Low,2.3,Sub-surface Drip,None / Healthy,1.15,2.0,2.3,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.01
Pepper Bell,Seedling,Clay Loam,33.8,22.6,47.9,Low,1.4,Flood / Surface,None / Healthy,0.6,2.53,1.52,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Fruiting,Clay Loam,33.9,18.8,35.8,High,38.9,Flood / Surface,Tomato Yellow Leaf Curl Virus,1.25,2.14,2.68,28.59,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Rice,Fruiting,Loamy,25.2,17.7,90.6,None,0.0,Sprinkler (Overhead),None / Healthy,1.2,2.0,2.4,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Maturity,Sandy Loam,16.0,26.7,78.3,None,0.0,Drip Irrigation,Tomato Early Blight,0.8,2.24,1.79,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.95
Potato,Fruiting,Sandy,6.9,22.9,87.2,High,19.8,Drip Irrigation,None / Healthy,1.15,2.0,2.3,13.37,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Fruiting,Loamy,20.9,28.0,29.6,Low,5.0,Drip Irrigation,None / Healthy,0.85,4.03,3.43,1.52,28.0,14.0,MAINTENANCE_DRIP,Normal,3.54
Wheat,Flowering,Black Soil,38.6,20.8,58.8,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,2.0,2.3,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Sandy,27.6,30.1,49.8,None,0.0,Sprinkler (Overhead),None / Healthy,0.85,3.72,3.16,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Fruiting,Loamy,15.0,35.7,54.0,Moderate,16.7,Drip Irrigation,Tomato Target Spot,0.85,4.48,3.81,10.86,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.81
Soybean,Maturity,Sandy Loam,23.4,25.9,35.0,Low,5.1,Drip Irrigation,None / Healthy,0.5,3.46,1.73,1.57,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Seedling,Sandy,12.4,20.6,57.5,Low,5.0,Sprinkler (Overhead),Tomato Target Spot,0.4,2.0,0.8,1.5,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Flowering,Sandy Loam,17.7,34.8,83.6,None,0.0,Flood / Surface,Tomato Early Blight,1.2,3.16,3.79,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,4.12
Tomato,Seedling,Clay Loam,18.9,32.8,23.3,None,0.0,Sub-surface Drip,Pepper Bell Bacterial Spot,0.6,5.29,3.17,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,4.21
Soybean,Fruiting,Loamy,23.0,35.8,92.2,None,0.0,Flood / Surface,None / Healthy,1.05,3.29,3.45,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,3.3
Potato,Fruiting,Sandy,11.5,15.4,86.1,Low,5.3,Sub-surface Drip,Tomato Target Spot,1.15,2.0,2.3,1.71,15.0,6.0,MAINTENANCE_DRIP,Normal,2.33
Rice,Fruiting,Black Soil,32.3,28.2,81.1,Moderate,16.2,Flood / Surface,None / Healthy,1.2,2.37,2.84,10.46,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Potato,Flowering,Sandy,11.9,14.9,40.8,Low,3.5,Flood / Surface,None / Healthy,1.15,2.0,2.3,0.31,15.0,6.0,MAINTENANCE_DRIP,Normal,2.16
Sugarcane,Vegetative,Black Soil,22.4,15.4,56.0,None,0.0,Flood / Surface,None / Healthy,0.85,2.0,1.7,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Fruiting,Loamy,10.1,34.7,89.4,None,0.0,Drip Irrigation,None / Healthy,0.85,3.15,2.68,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Fruiting,Black Soil,32.6,33.7,49.1,None,0.0,Drip Irrigation,None / Healthy,1.1,4.37,4.81,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,5.04
